timestamp,equipment_id,equipment_type,severity,message,facility,operator
2025-04-29T22:12:51.441422,turbine_02,turbine,INFO,turbine_02: Performance metrics nominal,Plant_C,Jacob Martin
2025-04-29T22:12:51.441422,compressor_01,compressor,INFO,compressor_01: Scheduled inspection - no issues found,Plant_A,Anthony Allen
2025-04-29T22:12:51.441422,turbine_02,turbine,INFO,turbine_02: Routine maintenance completed successfully,Plant_C,Harry Page
2025-04-29T22:12:51.441422,heat_exchanger_05,heat_exchanger,INFO,heat_exchanger_05: Performance metrics nominal,Plant_C,Beth Spencer
2025-04-29T22:12:51.441422,turbine_04,turbine,INFO,turbine_04: Routine maintenance completed successfully,Plant_C,Jay Johnson
2025-04-29T22:12:51.441422,motor_01,motor,INFO,motor_01: Performance metrics nominal,Plant_B,Douglas Morales
2025-04-29T22:12:51.441422,motor_02,motor,INFO,motor_02: Operating within normal parameters,Plant_B,Joseph Barrett
2025-04-29T23:12:51.441422,turbine_05,turbine,INFO,turbine_05: Routine maintenance completed successfully,Plant_B,Marcus Hendrix
2025-04-29T23:12:51.441422,pump_02,pump,INFO,pump_02: Performance metrics nominal,Plant_B,Ms. Tracy West
2025-04-29T23:12:51.441422,pump_03,pump,INFO,pump_03: Scheduled inspection - no issues found,Plant_B,Mark Sanchez
2025-04-29T23:12:51.441422,motor_05,motor,INFO,motor_05: Scheduled inspection - no issues found,Plant_C,Adam Perez
2025-04-29T23:12:51.441422,turbine_02,turbine,INFO,turbine_02: Operating within normal parameters,Plant_A,Cameron Richardson
2025-04-30T00:12:51.441422,heat_exchanger_03,heat_exchanger,ERROR,heat_exchanger_03: Thermal Stress detected during routine check,Plant_C,Xavier Gallagher
2025-04-30T00:12:51.441422,compressor_01,compressor,WARNING,"compressor_01: System pressure dropped to 21.5 PSI, investigating cause",Plant_B,Diane Ramirez
2025-04-30T00:12:51.441422,heat_exchanger_02,heat_exchanger,INFO,heat_exchanger_02: Scheduled inspection - no issues found,Plant_A,Amanda Luna
2025-04-30T01:12:51.441422,pump_01,pump,INFO,pump_01: Routine maintenance completed successfully,Plant_A,Elizabeth Brown
2025-04-30T01:12:51.441422,pump_04,pump,INFO,pump_04: Performance metrics nominal,Plant_C,Kaitlin Young
2025-04-30T01:12:51.441422,motor_04,motor,INFO,motor_04: Performance metrics nominal,Plant_B,Jennifer Clayton
2025-04-30T01:12:51.441422,motor_04,motor,INFO,motor_04: Performance metrics nominal,Plant_C,Katherine Vang
2025-04-30T01:12:51.441422,turbine_04,turbine,INFO,turbine_04: Operating within normal parameters,Plant_C,Andrew Dawson
2025-04-30T01:12:51.441422,turbine_05,turbine,INFO,turbine_05: Routine maintenance completed successfully,Plant_B,Brianna Arnold
2025-04-30T01:12:51.441422,motor_04,motor,ERROR,motor_04: Voltage Fluctuation detected during routine check,Plant_B,Gregory Maldonado
2025-04-30T01:12:51.441422,compressor_04,compressor,ERROR,"compressor_04: System pressure dropped to 23.1 PSI, investigating cause",Plant_A,Joseph Wallace
2025-04-30T02:12:51.441422,motor_02,motor,INFO,motor_02: Scheduled inspection - no issues found,Plant_C,William Jones
2025-04-30T02:12:51.441422,compressor_02,compressor,INFO,compressor_02: Scheduled inspection - no issues found,Plant_C,John Phillips
2025-04-30T02:12:51.441422,heat_exchanger_04,heat_exchanger,INFO,heat_exchanger_04: Operating within normal parameters,Plant_A,Austin Wheeler
2025-04-30T02:12:51.441422,heat_exchanger_02,heat_exchanger,INFO,heat_exchanger_02: Operating within normal parameters,Plant_B,Kristen Washington
2025-04-30T02:12:51.441422,compressor_02,compressor,WARNING,"compressor_02: System pressure dropped to 20.5 PSI, investigating cause",Plant_B,Lisa Russell
2025-04-30T02:12:51.441422,heat_exchanger_01,heat_exchanger,INFO,heat_exchanger_01: Routine maintenance completed successfully,Plant_A,Ryan Trevino
2025-04-30T02:12:51.441422,turbine_04,turbine,INFO,turbine_04: Operating within normal parameters,Plant_A,Shane Castro
2025-04-30T03:12:51.441422,motor_01,motor,INFO,motor_01: Scheduled inspection - no issues found,Plant_B,David Neal
2025-04-30T03:12:51.441422,compressor_02,compressor,INFO,compressor_02: Routine maintenance completed successfully,Plant_B,Tiffany Williams
2025-04-30T03:12:51.441422,compressor_01,compressor,INFO,compressor_01: Performance metrics nominal,Plant_B,Luis Walter
2025-04-30T03:12:51.441422,heat_exchanger_05,heat_exchanger,INFO,heat_exchanger_05: Operating within normal parameters,Plant_B,Gregory Harrington
2025-04-30T03:12:51.441422,motor_02,motor,INFO,motor_02: Operating within normal parameters,Plant_B,Sandra Cruz
2025-04-30T04:12:51.441422,pump_05,pump,INFO,pump_05: Performance metrics nominal,Plant_C,Ryan Harris
2025-04-30T04:12:51.441422,compressor_04,compressor,INFO,compressor_04: Scheduled inspection - no issues found,Plant_A,Andrew Morales
2025-04-30T04:12:51.441422,pump_01,pump,WARNING,"pump_01: Vibration levels elevated to 9.9Hz, potential bearing wear detected",Plant_B,Timothy Williams
2025-04-30T04:12:51.441422,turbine_03,turbine,INFO,turbine_03: Routine maintenance completed successfully,Plant_C,Jeffrey Wood
2025-04-30T04:12:51.441422,turbine_03,turbine,INFO,turbine_03: Scheduled inspection - no issues found,Plant_B,Tyler Robinson
2025-04-30T04:12:51.441422,turbine_02,turbine,INFO,turbine_02: Routine maintenance completed successfully,Plant_B,Mariah Alexander DDS
2025-04-30T04:12:51.441422,pump_05,pump,INFO,pump_05: Scheduled inspection - no issues found,Plant_A,Brandon Johnson
2025-04-30T04:12:51.441422,heat_exchanger_03,heat_exchanger,WARNING,heat_exchanger_03: Fouling detected during routine check,Plant_C,Eric Holloway
2025-04-30T04:12:51.441422,motor_01,motor,INFO,motor_01: Scheduled inspection - no issues found,Plant_C,Dean Santos
2025-04-30T04:12:51.441422,pump_03,pump,INFO,pump_03: Scheduled inspection - no issues found,Plant_C,Elizabeth Davis
2025-04-30T04:12:51.441422,pump_01,pump,INFO,pump_01: Scheduled inspection - no issues found,Plant_A,Kyle White
2025-04-30T05:12:51.441422,compressor_04,compressor,INFO,compressor_04: Scheduled inspection - no issues found,Plant_A,Steve Carson
2025-04-30T05:12:51.441422,motor_04,motor,INFO,motor_04: Routine maintenance completed successfully,Plant_B,Samantha Wong
2025-04-30T05:12:51.441422,heat_exchanger_04,heat_exchanger,INFO,heat_exchanger_04: Scheduled inspection - no issues found,Plant_B,Mario Adams
2025-04-30T05:12:51.441422,motor_01,motor,INFO,motor_01: Scheduled inspection - no issues found,Plant_C,Jessica Herman
2025-04-30T06:12:51.441422,pump_04,pump,INFO,pump_04: Scheduled inspection - no issues found,Plant_A,Melissa Stokes DDS
2025-04-30T06:12:51.441422,heat_exchanger_05,heat_exchanger,INFO,heat_exchanger_05: Performance metrics nominal,Plant_B,Tiffany Gutierrez
2025-04-30T06:12:51.441422,compressor_03,compressor,INFO,compressor_03: Routine maintenance completed successfully,Plant_A,Lisa Buckley
2025-04-30T06:12:51.441422,compressor_05,compressor,INFO,compressor_05: Operating within normal parameters,Plant_A,Micheal Nicholson
2025-04-30T06:12:51.441422,pump_01,pump,INFO,pump_01: Performance metrics nominal,Plant_C,Valerie Eaton
2025-04-30T06:12:51.441422,turbine_03,turbine,ERROR,turbine_03: Lubrication Issue detected during routine check,Plant_C,Brittney Turner
2025-04-30T06:12:51.441422,heat_exchanger_05,heat_exchanger,INFO,heat_exchanger_05: Performance metrics nominal,Plant_C,Timothy Evans
2025-04-30T06:12:51.441422,pump_03,pump,INFO,pump_03: Operating within normal parameters,Plant_C,Christina Shepard
2025-04-30T06:12:51.441422,turbine_05,turbine,INFO,turbine_05: Scheduled inspection - no issues found,Plant_A,Eric Stewart
2025-04-30T06:12:51.441422,pump_04,pump,INFO,pump_04: Operating within normal parameters,Plant_C,Terrance Wilson
2025-04-30T06:12:51.441422,motor_01,motor,INFO,motor_01: Performance metrics nominal,Plant_B,Michael Hernandez
2025-04-30T06:12:51.441422,pump_02,pump,INFO,pump_02: Performance metrics nominal,Plant_A,Jill Patel
2025-04-30T07:12:51.441422,pump_01,pump,INFO,pump_01: Scheduled inspection - no issues found,Plant_C,Kayla Jackson
2025-04-30T07:12:51.441422,heat_exchanger_02,heat_exchanger,INFO,heat_exchanger_02: Scheduled inspection - no issues found,Plant_A,Spencer Parker
2025-04-30T07:12:51.441422,motor_01,motor,INFO,motor_01: Routine maintenance completed successfully,Plant_C,Kristen Rhodes
2025-04-30T07:12:51.441422,turbine_02,turbine,INFO,turbine_02: Operating within normal parameters,Plant_B,Mark Rose
2025-04-30T07:12:51.441422,pump_02,pump,INFO,pump_02: Operating within normal parameters,Plant_A,Karen Hobbs
2025-04-30T07:12:51.441422,motor_01,motor,INFO,motor_01: Performance metrics nominal,Plant_C,Marcia Murray
2025-04-30T07:12:51.441422,compressor_05,compressor,INFO,compressor_05: Routine maintenance completed successfully,Plant_C,Mr. Michael Hunt
2025-04-30T08:12:51.441422,turbine_04,turbine,ERROR,"turbine_04: Vibration levels elevated to 9.7Hz, potential bearing wear detected",Plant_B,David Bowen
2025-04-30T09:12:51.441422,motor_04,motor,INFO,motor_04: Operating within normal parameters,Plant_B,Brandon Frederick
2025-04-30T09:12:51.441422,motor_03,motor,INFO,motor_03: Routine maintenance completed successfully,Plant_B,Barbara Murphy
2025-04-30T09:12:51.441422,motor_05,motor,ERROR,motor_05: Voltage Fluctuation detected during routine check,Plant_A,Kevin Everett
2025-04-30T10:12:51.441422,heat_exchanger_01,heat_exchanger,INFO,heat_exchanger_01: Routine maintenance completed successfully,Plant_C,Alexandra Smith
2025-04-30T10:12:51.441422,motor_04,motor,INFO,motor_04: Scheduled inspection - no issues found,Plant_B,Gary Cooper
2025-04-30T10:12:51.441422,heat_exchanger_05,heat_exchanger,INFO,heat_exchanger_05: Scheduled inspection - no issues found,Plant_A,Kimberly Griffin
2025-04-30T10:12:51.441422,motor_01,motor,INFO,motor_01: Routine maintenance completed successfully,Plant_C,Shaun Phillips
2025-04-30T10:12:51.441422,pump_01,pump,WARNING,"pump_01: Vibration levels elevated to 8.5Hz, potential bearing wear detected",Plant_C,Ivan Love
2025-04-30T10:12:51.441422,heat_exchanger_03,heat_exchanger,INFO,heat_exchanger_03: Scheduled inspection - no issues found,Plant_A,Jody Brown
2025-04-30T11:12:51.441422,motor_02,motor,INFO,motor_02: Operating within normal parameters,Plant_B,Lawrence Jackson
2025-04-30T11:12:51.441422,turbine_03,turbine,INFO,turbine_03: Scheduled inspection - no issues found,Plant_B,Jill Thomas
2025-04-30T11:12:51.441422,turbine_02,turbine,INFO,turbine_02: Scheduled inspection - no issues found,Plant_C,Michael Hernandez
2025-04-30T12:12:51.441422,motor_04,motor,INFO,motor_04: Performance metrics nominal,Plant_A,Doris Wolfe
2025-04-30T13:12:51.441422,motor_02,motor,INFO,motor_02: Routine maintenance completed successfully,Plant_C,Jacqueline Anderson
2025-04-30T13:12:51.441422,compressor_05,compressor,INFO,compressor_05: Routine maintenance completed successfully,Plant_B,Kathleen Combs
2025-04-30T13:12:51.441422,pump_01,pump,INFO,pump_01: Scheduled inspection - no issues found,Plant_B,Melvin Moore
2025-04-30T13:12:51.441422,compressor_04,compressor,INFO,compressor_04: Performance metrics nominal,Plant_C,Connie Anderson
2025-04-30T14:12:51.441422,heat_exchanger_03,heat_exchanger,INFO,heat_exchanger_03: Routine maintenance completed successfully,Plant_B,Michael Lowe
2025-04-30T14:12:51.441422,pump_04,pump,INFO,pump_04: Routine maintenance completed successfully,Plant_A,Christopher Taylor
2025-04-30T14:12:51.441422,motor_01,motor,INFO,motor_01: Scheduled inspection - no issues found,Plant_C,Taylor Burch
2025-04-30T14:12:51.441422,pump_01,pump,ERROR,pump_01: Cavitation detected during routine check,Plant_C,Stephen Jackson
2025-04-30T14:12:51.441422,compressor_04,compressor,WARNING,compressor_04: Valve Malfunction detected during routine check,Plant_B,Luis Wilson
2025-04-30T15:12:51.441422,motor_02,motor,WARNING,motor_02: Winding Insulation detected during routine check,Plant_B,Kathryn Mahoney
2025-04-30T15:12:51.441422,motor_01,motor,INFO,motor_01: Performance metrics nominal,Plant_B,Justin Petersen
2025-04-30T15:12:51.441422,heat_exchanger_05,heat_exchanger,INFO,heat_exchanger_05: Scheduled inspection - no issues found,Plant_B,Victoria Williams
2025-04-30T15:12:51.441422,heat_exchanger_02,heat_exchanger,INFO,heat_exchanger_02: Routine maintenance completed successfully,Plant_B,Dana Becker
2025-04-30T15:12:51.441422,heat_exchanger_05,heat_exchanger,INFO,heat_exchanger_05: Performance metrics nominal,Plant_C,Andrea Combs
2025-04-30T15:12:51.441422,pump_04,pump,INFO,pump_04: Routine maintenance completed successfully,Plant_A,Michael Jimenez
2025-04-30T16:12:51.441422,pump_04,pump,INFO,pump_04: Scheduled inspection - no issues found,Plant_A,Kristy Copeland
2025-04-30T16:12:51.441422,turbine_04,turbine,ERROR,turbine_04: Balance Problem detected during routine check,Plant_A,Victor Jennings DDS
2025-04-30T16:12:51.441422,turbine_04,turbine,INFO,turbine_04: Scheduled inspection - no issues found,Plant_A,Greg Jones
2025-04-30T16:12:51.441422,pump_02,pump,INFO,pump_02: Operating within normal parameters,Plant_A,Barbara Paul
2025-04-30T16:12:51.441422,pump_02,pump,INFO,pump_02: Routine maintenance completed successfully,Plant_B,Daniel Shea
2025-04-30T16:12:51.441422,heat_exchanger_04,heat_exchanger,INFO,heat_exchanger_04: Routine maintenance completed successfully,Plant_C,Angela Hernandez
2025-04-30T17:12:51.441422,motor_04,motor,INFO,motor_04: Routine maintenance completed successfully,Plant_C,Krystal Jacobs
2025-04-30T17:12:51.441422,heat_exchanger_05,heat_exchanger,INFO,heat_exchanger_05: Routine maintenance completed successfully,Plant_A,Danielle Young
2025-04-30T17:12:51.441422,pump_05,pump,INFO,pump_05: Scheduled inspection - no issues found,Plant_C,Diana Watts
2025-04-30T17:12:51.441422,turbine_05,turbine,INFO,turbine_05: Performance metrics nominal,Plant_A,Robert Young
2025-04-30T17:12:51.441422,motor_05,motor,INFO,motor_05: Performance metrics nominal,Plant_A,Julie Pennington
2025-04-30T17:12:51.441422,compressor_03,compressor,INFO,compressor_03: Operating within normal parameters,Plant_C,Mr. Kirk Grimes MD
2025-04-30T18:12:51.441422,compressor_03,compressor,INFO,compressor_03: Operating within normal parameters,Plant_C,Tammy Doyle
2025-04-30T18:12:51.441422,pump_02,pump,INFO,pump_02: Operating within normal parameters,Plant_B,Stephanie Montgomery
2025-04-30T18:12:51.441422,motor_05,motor,ERROR,motor_05: Overheating detected during routine check,Plant_C,Billy Hernandez
2025-04-30T18:12:51.441422,turbine_02,turbine,INFO,turbine_02: Scheduled inspection - no issues found,Plant_C,Timothy Stanton
2025-04-30T18:12:51.441422,pump_05,pump,INFO,pump_05: Routine maintenance completed successfully,Plant_B,Carlos Cole
2025-04-30T19:12:51.441422,motor_02,motor,INFO,motor_02: Routine maintenance completed successfully,Plant_A,Kristin Jones
2025-04-30T19:12:51.441422,pump_04,pump,ERROR,pump_04: Vibration detected during routine check,Plant_C,Bobby Lawrence
2025-04-30T19:12:51.441422,pump_04,pump,INFO,pump_04: Scheduled inspection - no issues found,Plant_C,John Francis
2025-04-30T19:12:51.441422,heat_exchanger_02,heat_exchanger,INFO,heat_exchanger_02: Operating within normal parameters,Plant_A,Brian Perez
2025-04-30T19:12:51.441422,motor_04,motor,INFO,motor_04: Routine maintenance completed successfully,Plant_C,Wendy Gallegos
2025-04-30T19:12:51.441422,pump_03,pump,INFO,pump_03: Performance metrics nominal,Plant_A,Debbie Taylor
2025-04-30T20:12:51.441422,motor_03,motor,INFO,motor_03: Scheduled inspection - no issues found,Plant_B,Mary Alvarez
2025-04-30T20:12:51.441422,turbine_03,turbine,INFO,turbine_03: Scheduled inspection - no issues found,Plant_B,Melissa Johnson
2025-04-30T20:12:51.441422,pump_05,pump,ERROR,"pump_05: Vibration levels elevated to 9.0Hz, potential bearing wear detected",Plant_B,Elizabeth Sparks
2025-04-30T20:12:51.441422,heat_exchanger_01,heat_exchanger,WARNING,heat_exchanger_01: Flow Restriction detected during routine check,Plant_A,Sarah Howard
2025-04-30T20:12:51.441422,pump_04,pump,INFO,pump_04: Operating within normal parameters,Plant_B,Laura Riley
2025-04-30T21:12:51.441422,compressor_01,compressor,INFO,compressor_01: Performance metrics nominal,Plant_B,Robert Soto
2025-04-30T21:12:51.441422,turbine_01,turbine,WARNING,turbine_01: Balance Problem detected during routine check,Plant_B,Elizabeth Taylor
2025-04-30T21:12:51.441422,heat_exchanger_03,heat_exchanger,INFO,heat_exchanger_03: Routine maintenance completed successfully,Plant_A,Matthew Hall
2025-04-30T22:12:51.441422,turbine_03,turbine,INFO,turbine_03: Routine maintenance completed successfully,Plant_B,John Mccarthy
2025-04-30T22:12:51.441422,turbine_02,turbine,INFO,turbine_02: Performance metrics nominal,Plant_B,Lisa Maynard
2025-04-30T22:12:51.441422,turbine_04,turbine,INFO,turbine_04: Scheduled inspection - no issues found,Plant_A,Sandra Webb
2025-04-30T22:12:51.441422,motor_01,motor,ERROR,motor_01: Winding Insulation detected during routine check,Plant_C,Jeffrey Gray
2025-04-30T22:12:51.441422,pump_04,pump,INFO,pump_04: Routine maintenance completed successfully,Plant_C,Valerie Martin
2025-04-30T22:12:51.441422,pump_03,pump,INFO,pump_03: Performance metrics nominal,Plant_C,Timothy Curtis
2025-04-30T23:12:51.441422,motor_05,motor,INFO,motor_05: Routine maintenance completed successfully,Plant_A,Benjamin Mccann
2025-04-30T23:12:51.441422,turbine_05,turbine,WARNING,turbine_05: Balance Problem detected during routine check,Plant_A,Caroline Jackson
2025-04-30T23:12:51.441422,compressor_05,compressor,WARNING,compressor_05: Valve Malfunction detected during routine check,Plant_C,Brenda Jenkins
2025-04-30T23:12:51.441422,heat_exchanger_03,heat_exchanger,INFO,heat_exchanger_03: Operating within normal parameters,Plant_B,Tracy Brown PhD
2025-04-30T23:12:51.441422,compressor_05,compressor,INFO,compressor_05: Scheduled inspection - no issues found,Plant_B,Julie Payne
2025-05-01T00:12:51.441422,heat_exchanger_03,heat_exchanger,INFO,heat_exchanger_03: Operating within normal parameters,Plant_C,Sean Moody
2025-05-01T00:12:51.441422,motor_03,motor,INFO,motor_03: Performance metrics nominal,Plant_C,James Rodriguez
2025-05-01T01:12:51.441422,compressor_03,compressor,INFO,compressor_03: Operating within normal parameters,Plant_B,Monique Johnson MD
2025-05-01T01:12:51.441422,pump_02,pump,ERROR,"pump_02: Vibration levels elevated to 10.0Hz, potential bearing wear detected",Plant_B,Kelly Santiago MD
2025-05-01T01:12:51.441422,motor_02,motor,INFO,motor_02: Performance metrics nominal,Plant_C,Brittany Mcdonald
2025-05-01T01:12:51.441422,heat_exchanger_03,heat_exchanger,INFO,heat_exchanger_03: Routine maintenance completed successfully,Plant_B,Christy Day
2025-05-01T01:12:51.441422,compressor_04,compressor,INFO,compressor_04: Scheduled inspection - no issues found,Plant_B,Harold Garcia
2025-05-01T01:12:51.441422,turbine_02,turbine,WARNING,turbine_02: Blade Erosion detected during routine check,Plant_C,Dana Mccoy
2025-05-01T02:12:51.441422,motor_03,motor,INFO,motor_03: Scheduled inspection - no issues found,Plant_C,Emily Jenkins
2025-05-01T02:12:51.441422,heat_exchanger_01,heat_exchanger,INFO,heat_exchanger_01: Operating within normal parameters,Plant_A,Kendra Perez
2025-05-01T02:12:51.441422,heat_exchanger_05,heat_exchanger,WARNING,heat_exchanger_05: Corrosion detected during routine check,Plant_B,Garrett Grant
2025-05-01T02:12:51.441422,turbine_03,turbine,INFO,turbine_03: Performance metrics nominal,Plant_B,Michael Mcconnell
2025-05-01T03:12:51.441422,turbine_03,turbine,INFO,turbine_03: Routine maintenance completed successfully,Plant_A,Melinda Travis
2025-05-01T03:12:51.441422,motor_04,motor,INFO,motor_04: Routine maintenance completed successfully,Plant_B,William Campbell
2025-05-01T03:12:51.441422,turbine_04,turbine,INFO,turbine_04: Routine maintenance completed successfully,Plant_A,Vincent Thomas
2025-05-01T03:12:51.441422,compressor_05,compressor,INFO,compressor_05: Operating within normal parameters,Plant_C,Robert York
2025-05-01T04:12:51.441422,turbine_01,turbine,INFO,turbine_01: Operating within normal parameters,Plant_B,Terry Carter
2025-05-01T04:12:51.441422,turbine_01,turbine,INFO,turbine_01: Routine maintenance completed successfully,Plant_C,Gary Rasmussen
2025-05-01T04:12:51.441422,compressor_04,compressor,INFO,compressor_04: Scheduled inspection - no issues found,Plant_A,Sherry Case
2025-05-01T04:12:51.441422,turbine_05,turbine,WARNING,turbine_05: Lubrication Issue detected during routine check,Plant_A,Jacob Carter
2025-05-01T04:12:51.441422,heat_exchanger_03,heat_exchanger,INFO,heat_exchanger_03: Routine maintenance completed successfully,Plant_C,Russell Frank
2025-05-01T04:12:51.441422,heat_exchanger_02,heat_exchanger,WARNING,heat_exchanger_02: Thermal Stress detected during routine check,Plant_B,Loretta Smith
2025-05-01T04:12:51.441422,motor_05,motor,INFO,motor_05: Routine maintenance completed successfully,Plant_B,Marie Woodard
2025-05-01T04:12:51.441422,turbine_01,turbine,INFO,turbine_01: Routine maintenance completed successfully,Plant_C,Tyler Martin
2025-05-01T04:12:51.441422,heat_exchanger_01,heat_exchanger,INFO,heat_exchanger_01: Operating within normal parameters,Plant_B,Christina Bentley
2025-05-01T05:12:51.441422,pump_04,pump,INFO,pump_04: Performance metrics nominal,Plant_A,Brittany Shelton
2025-05-01T05:12:51.441422,pump_04,pump,INFO,pump_04: Performance metrics nominal,Plant_C,Dustin Fisher
2025-05-01T05:12:51.441422,motor_03,motor,INFO,motor_03: Performance metrics nominal,Plant_B,Scott Lam DDS
2025-05-01T05:12:51.441422,turbine_04,turbine,WARNING,turbine_04: Blade Erosion detected during routine check,Plant_B,Laura West
2025-05-01T05:12:51.441422,compressor_02,compressor,INFO,compressor_02: Scheduled inspection - no issues found,Plant_B,Heather Gibson DDS
